index,review_index,study_id,study_name
1737,507,STD-Clegg-2006,Clegg 2006
1738,507,STD-Fardellone-2013,Fardellone 2013
1739,507,STD-Magrans_x002d_Courtney-2011,Magrans_x002d_Courtney 2011
1740,507,STD-Sawitzke-2010,Sawitzke 2010
1741,508,STD-Beard-2018,Beard 2018
1742,508,STD-Brox-1993,Brox 1993
1743,508,STD-Ketola-2009,Ketola 2009
1744,508,STD-Paavola-2018,Paavola 2018
1745,509,STD-Kemaloglu-2016,Kemaloglu 2016
1746,510,STD-Ferrara-2011,Ferrara 2011
1747,510,STD-Krummel-2010,Krummel 2010
1748,511,STD-Jankowska_x002d_Gan-2009,Jankowska_x002d_Gan 2009
1749,512,STD-Aranda-2006,Aranda 2006
1750,512,STD-Beaver-2009,Beaver 2009
1751,512,STD-Fenlon-2020,Fenlon 2020
1752,512,STD-Kim-2017,Kim 2017
1753,512,STD-Kimman-2011,Kimman 2011
1754,513,STD-Jarvis-2012,Jarvis 2012
1755,514,STD-Linehan-2006,Linehan 2006
1756,514,STD-Nadort-2009,Nadort 2009
1757,515,STD-Asklund-2017,Asklund 2017
1758,515,STD-Castro-2008,Castro 2008
1759,515,STD-Kim-2011a,Kim 2011a
1760,515,STD-Kim-2011b,Kim 2011b
1761,515,STD-Solberg-2016,Solberg 2016
1762,516,STD-DRCR.net-2008,DRCR.net 2008
1763,516,STD-MEAD-2014,MEAD 2014
1764,517,STD-European-1991,European 1991
1765,518,STD-Fernandes-2012,Fernandes 2012
1766,519,STD-Can-2013,Can 2013
1767,519,STD-Liu-2015,Liu 2015
1768,519,STD-Morgan-2014,Morgan 2014
1769,519,STD-Uthaya-2016,Uthaya 2016
1770,520,STD-Ietswaart-2011,Ietswaart 2011
1771,520,STD-Kim-2015,Kim 2015
1772,520,STD-Kim-2017,Kim 2017
1773,520,STD-Page-2011,Page 2011
1774,520,STD-Park-2015a,Park 2015a
1775,520,STD-Park-2015b,Park 2015b
1776,521,STD-Baharoglu-2016-_x0028_PATCH_x0029_,Baharoglu 2016 _x0028_PATCH_x0029_
1777,521,STD-Li-2012,Li 2012
1778,522,STD-Brown-2016,Brown 2016
1779,522,STD-Ekerstad-2017,Ekerstad 2017
1780,522,STD-Jeffs-2013,Jeffs 2013
1781,523,STD-Dondorp-2010,Dondorp 2010
1782,524,STD-de-Lange-de-Klerk-1994,de Lange de Klerk 1994
1783,525,STD-Luabeya-2007,Luabeya 2007
1784,526,STD-Kibicho-2012,Kibicho 2012
1785,527,STD-Greiner-2018,Greiner 2018
1786,528,STD-Hemsell-1993,Hemsell 1993
1787,529,STD-Aguero-2013,Aguero 2013
1788,529,STD-Jones-2015,Jones 2015
1789,529,STD-Lee-2011,Lee 2011
1790,529,STD-Liu-2013,Liu 2013
1791,530,STD-Lin-2009,Lin 2009
1792,530,STD-Oppegaard-2010,Oppegaard 2010
1793,530,STD-Song-2014,Song 2014
1794,531,STD-Bahamondes-2006,Bahamondes 2006
1795,532,STD-Madden-2012,Madden 2012
1796,533,STD-Jones-2011,Jones 2011
1797,534,STD-Holmgren-2010,Holmgren 2010
1798,534,STD-Kim-2012,Kim 2012
1799,534,STD-Kim-2016,Kim 2016
1800,534,STD-Song-2015,Song 2015
1801,534,STD-Winstein-2016,Winstein 2016
1802,534,STD-van-de-Port-2012,van de Port 2012
1803,535,STD-Becker-2010,Becker 2010
1804,536,STD-Farazi-2015-IRN,Farazi 2015 IRN
1805,536,STD-Mehta-2011-TZA,Mehta 2011 TZA
1806,536,STD-Mily-2015-BGD,Mily 2015 BGD
1807,536,STD-Pakasi-2010-IDN,Pakasi 2010 IDN
1808,536,STD-Sudarsanam-2010-IND,Sudarsanam 2010 IND
1809,537,STD-Lafata-2007,Lafata 2007
1810,537,STD-Majumdar-2007,Majumdar 2007
1811,537,STD-Solomon-2007,Solomon 2007
1812,538,STD-Brown-2001,Brown 2001
1813,538,STD-Brown-2007,Brown 2007
1814,538,STD-Duffy-2006,Duffy 2006
1815,538,STD-Hall-2009,Hall 2009
1816,538,STD-Piper-2009,Piper 2009
1817,538,STD-Schnoll-2010,Schnoll 2010
1818,538,STD-Smith-2003,Smith 2003
1819,538,STD-Swan-2010,Swan 2010
1820,538,STD-Van-der-Meer-2010,Van der Meer 2010
1821,538,STD-Weinberger-2010,Weinberger 2010
1822,539,STD-Ashare-2019,Ashare 2019
1823,539,STD-Aubin-2008,Aubin 2008
1824,539,STD-Baker-2016,Baker 2016
1825,539,STD-Chen-2020,Chen 2020
1826,539,STD-Cinciripini-2013,Cinciripini 2013
1827,539,STD-Cinciripini-2018,Cinciripini 2018
1828,539,STD-EAGLES-2016,EAGLES 2016
1829,539,STD-Gonzales-2006,Gonzales 2006
1830,539,STD-Gonzales-2014,Gonzales 2014
1831,539,STD-Hurt-2018,Hurt 2018
1832,539,STD-Lerman-2015,Lerman 2015
1833,539,STD-Nahvi-2014a,Nahvi 2014a
1834,539,STD-O_x0027_Malley-2018,O_x0027_Malley 2018
1835,539,STD-Qin-2021,Qin 2021
1836,539,STD-Stein-2013,Stein 2013
1837,539,STD-Tulloch-2016,Tulloch 2016
1838,539,STD-Walker-2014,Walker 2014
1839,539,STD-Walker-2021,Walker 2021
1840,539,STD-West-2011,West 2011
1841,539,STD-Williams-2012,Williams 2012
1842,539,STD-Windle-2018,Windle 2018
1843,539,STD-Zhang-2022,Zhang 2022
1844,540,STD-Chauhan-2013,Chauhan 2013
1845,540,STD-Kalantari-2014,Kalantari 2014
1846,540,STD-Unlu-2015,Unlu 2015
1847,541,STD-Lukaszuk-2015,Lukaszuk 2015
1848,542,STD-ACCORD-Eye,ACCORD Eye
1849,542,STD-ADDITION_x002d_Europe,ADDITION_x002d_Europe
1850,542,STD-BENEDICT,BENEDICT
1851,543,STD-I_x002d_SIGHT,I_x002d_SIGHT
1852,543,STD-Okeke-2009,Okeke 2009
1853,544,STD-Farid-2011,Farid 2011
1854,544,STD-Guo-2015,Guo 2015
1855,544,STD-Lin-2015,Lin 2015
1856,544,STD-Wang-2015,Wang 2015
1857,544,STD-Wu-2012,Wu 2012
1858,544,STD-Yang-2014,Yang 2014
1859,545,STD-Anuradha-2010,Anuradha 2010
1860,545,STD-Staevska-2014,Staevska 2014
1861,545,STD-Wang-2012,Wang 2012
1862,545,STD-Wu-2008,Wu 2008
1863,546,STD-Adamsen-2009,Adamsen 2009
1864,546,STD-Danhauer-2009,Danhauer 2009
1865,546,STD-Dodd-2010a,Dodd 2010a
1866,546,STD-Dodd-2010b,Dodd 2010b
1867,546,STD-Lee-2010,Lee 2010
1868,546,STD-Mustian-2009,Mustian 2009
1869,546,STD-Oh-2008,Oh 2008
1870,546,STD-Oh-2010,Oh 2010
1871,546,STD-Rogers-2009,Rogers 2009
1872,547,STD-Hanna-2008,Hanna 2008
1873,547,STD-Wu-2008,Wu 2008
1874,548,STD-Meier-2012,Meier 2012
1875,549,STD-Belas-dos-Santos-2018,Belas dos Santos 2018
1876,549,STD-Buesing-2015,Buesing 2015
1877,549,STD-Calabr_x00f2_-2018,Calabr_x00f2_ 2018
1878,549,STD-Cho-2015,Cho 2015
1879,549,STD-Gandolfi-2019,Gandolfi 2019
1880,549,STD-Kim-2015,Kim 2015
1881,549,STD-Kim-2019a,Kim 2019a
1882,549,STD-Kwon-2018,Kwon 2018
1883,549,STD-Nam-2020,Nam 2020
1884,549,STD-Taveggia-2016,Taveggia 2016
1885,550,STD-Roddy-2020,Roddy 2020
1886,550,STD-Wang-2014,Wang 2014
1887,551,STD-Jolley-1989_x002f_1990,Jolley 1989_x002f_1990
1888,552,STD-Guo-2014,Guo 2014
1889,552,STD-Hutchison-2019,Hutchison 2019
1890,552,STD-Iyer-2015,Iyer 2015
1891,552,STD-Nichols-2019,Nichols 2019
1892,552,STD-Pandey-2018,Pandey 2018
1893,553,STD-Chard-2019,Chard 2019
1894,553,STD-Cowling-2008,Cowling 2008
1895,553,STD-MacIntyre-2011,MacIntyre 2011
1896,553,STD-Pandejpong_x00a0_2012,Pandejpong_x00a0_2012
1897,553,STD-Priest-2014,Priest 2014
1898,553,STD-Savolainen_x002d_Kopra-2012,Savolainen_x002d_Kopra 2012
1899,553,STD-Simmerman-2011,Simmerman 2011
1900,553,STD-Stebbins-2011,Stebbins 2011
1901,553,STD-Suess-2012,Suess 2012
1902,553,STD-Talaat-2011,Talaat 2011
1903,554,STD-Zhang-2012,Zhang 2012
1904,555,STD-Goldberg-2013,Goldberg 2013
1905,555,STD-Li-2015,Li 2015
1906,556,STD-Khawaja-1992,Khawaja 1992
1907,557,STD-_x0031_-Levine-2010-_x0028_also-Part-2_x0029_,_x0031_ Levine 2010 _x0028_also Part 2_x0029_
1908,557,STD-_x0031_-O_x0027_Malley-2006,_x0031_ O_x0027_Malley 2006
1909,557,STD-_x0031_-Toll-2010,_x0031_ Toll 2010
1910,557,STD-_x0031_-Vander-Weg-2016,_x0031_ Vander Weg 2016
1911,557,STD-_x0032_-Aubin-2008,_x0032_ Aubin 2008
1912,557,STD-_x0032_-Benowitz-2018,_x0032_ Benowitz 2018
1913,557,STD-_x0032_-Cox-2012,_x0032_ Cox 2012
1914,557,STD-_x0032_-Ebbert-2014,_x0032_ Ebbert 2014
1915,557,STD-_x0032_-Eisenberg-2016,_x0032_ Eisenberg 2016
1916,557,STD-_x0032_-Gourlay-1995,_x0032_ Gourlay 1995
1917,557,STD-_x0032_-Rose-2014,_x0032_ Rose 2014
1918,557,STD-_x0032_-Stapleton-1995,_x0032_ Stapleton 1995
1919,558,STD-Beiwinkel-2017,Beiwinkel 2017
1920,558,STD-Birney-2016,Birney 2016
1921,558,STD-Bj_x00f6_rkelund-2018,Bj_x00f6_rkelund 2018
1922,558,STD-Chatterton-2018,Chatterton 2018
1923,558,STD-Eriksson-2017,Eriksson 2017
1924,558,STD-Geraedts-2014,Geraedts 2014
1925,558,STD-Hellstrom-2017,Hellstrom 2017
1926,558,STD-Kaldo-2018,Kaldo 2018
1927,558,STD-Krogh-2012,Krogh 2012
1928,558,STD-Lerner-2020,Lerner 2020
1929,558,STD-Phillips-2014,Phillips 2014
1930,558,STD-Reme-2015,Reme 2015
1931,558,STD-Volker-2015,Volker 2015
1932,558,STD-Wikberg-2017,Wikberg 2017
1933,559,STD-Delahanty-2012,Delahanty 2012
1934,559,STD-Shalev-2012,Shalev 2012
1935,560,STD-Kylmala-1997,Kylmala 1997
1936,561,STD-CONTRAST-_x0028_Dutch_x0029_-Study-2005,CONTRAST _x0028_Dutch_x0029_ Study 2005
1937,561,STD-Stefansson-2012,Stefansson 2012
1938,562,STD-Alinejad_x002d_Naeini-2014,Alinejad_x002d_Naeini 2014
1939,562,STD-Chen-2017,Chen 2017
1940,562,STD-Chen-2019,Chen 2019
1941,562,STD-Esfahani-2013,Esfahani 2013
1942,562,STD-Gao-2018,Gao 2018
1943,562,STD-Ho-2016,Ho 2016
1944,562,STD-Mitchell-2016,Mitchell 2016
1945,562,STD-Peng-2018,Peng 2018
1946,562,STD-Yu-2017,Yu 2017
1947,563,STD-Chen-2010,Chen 2010
1948,563,STD-Swoboda-2010,Swoboda 2010
1949,564,STD-MOTHER-Study,MOTHER Study
1950,565,STD-Clark-2016,Clark 2016
1951,565,STD-Sun-2016,Sun 2016
1952,565,STD-Wang-2015,Wang 2015
1953,565,STD-Wang-2016,Wang 2016
1954,566,STD-Agha_x002d_Hosseini-2018,Agha_x002d_Hosseini 2018
1955,566,STD-Lee-2008,Lee 2008
1956,566,STD-Nekoo-2015,Nekoo 2015
1957,566,STD-Sheikhi-2018,Sheikhi 2018
1958,567,STD-Chen-2010,Chen 2010
1959,567,STD-Chen-2012,Chen 2012
1960,567,STD-Lee-2007,Lee 2007
1961,567,STD-Lee-2008,Lee 2008
1962,567,STD-Park-2012,Park 2012
1963,567,STD-Richter-2010,Richter 2010
1964,567,STD-Wang-2010,Wang 2010
1965,567,STD-Zhang-2011,Zhang 2011
1966,568,STD-Wu-2012,Wu 2012
1967,569,STD-Rosenstock-2008,Rosenstock 2008
1968,569,STD-Swinnen-2010a,Swinnen 2010a
1969,570,STD-MacDougall-1990,MacDougall 1990
1970,571,STD-van-Oostrom-2010,van Oostrom 2010
1971,572,STD-Cowan-2010-ZWE,Cowan 2010 ZWE
1972,572,STD-Duflo-2015-KEN,Duflo 2015 KEN
1973,572,STD-Jemmott-2015-ZAF,Jemmott 2015 ZAF
1974,572,STD-Stephenson-2008-GBR,Stephenson 2008 GBR
1975,573,STD-Madhi-2011,Madhi 2011
1976,574,STD-Suputtamongkol-2011-THA,Suputtamongkol 2011 THA
1977,574,STD-Webb-2012-UGA,Webb 2012 UGA
1978,575,STD-Shamshirsaz-2004,Shamshirsaz 2004
1979,576,STD-L-_x002d_-LEAD-2-Nauck-2009,L _x002d_ LEAD 2 Nauck 2009
1980,576,STD-L-_x002d_-LEAD-4-Zinman-2009,L _x002d_ LEAD 4 Zinman 2009
1981,577,STD-Baradaran-2006,Baradaran 2006
1982,577,STD-Gary-2009,Gary 2009
1983,577,STD-Khan-2011-_x002d_-African-Ameri,Khan 2011 _x002d_ African Ameri
1984,577,STD-Khan-2011_x002d_-Hispanic,Khan 2011_x002d_ Hispanic
1985,577,STD-Kim-2009,Kim 2009
1986,577,STD-Osborn-2010,Osborn 2010
1987,577,STD-Rosal-2011,Rosal 2011
1988,577,STD-Skelly-2009,Skelly 2009
1989,577,STD-Spencer-2011-African_x002d_Amer,Spencer 2011 African_x002d_Amer
1990,577,STD-Spencer-2011-Hispanic,Spencer 2011 Hispanic
1991,577,STD-Toobert-2011,Toobert 2011
1992,578,STD-Forster-2004,Forster 2004
1993,578,STD-MacArthur-2009,MacArthur 2009
1994,579,STD-Moore-2009,Moore 2009
1995,579,STD-Moore-2011,Moore 2011
1996,579,STD-O_x0027_Driscoll-2011,O_x0027_Driscoll 2011
1997,579,STD-Woodcock-1981,Woodcock 1981
1998,580,STD-Chen-2015,Chen 2015
1999,580,STD-Cho-2015,Cho 2015
2000,580,STD-Lin-2014,Lin 2014
2001,580,STD-Park-2015a,Park 2015a
2002,580,STD-Yoo-2015,Yoo 2015
2003,581,STD-Blom-2015,Blom 2015
2004,581,STD-Cristancho_x002d_Lacroix-2015,Cristancho_x002d_Lacroix 2015
2005,581,STD-Duggleby-2018,Duggleby 2018
2006,581,STD-Kwok-2013,Kwok 2013
2007,581,STD-Nunez_x002d_Naveira-2016,Nunez_x002d_Naveira 2016
2008,581,STD-Tremont-2015,Tremont 2015
2009,582,STD-Trabelsi-2013,Trabelsi 2013
2010,583,STD-Stra_x0148__x00e1_k-2016,Stra_x0148__x00e1_k 2016
2011,584,STD-Gruber-2010,Gruber 2010
2012,584,STD-Westerbeek-2010,Westerbeek 2010
2013,585,STD-Aggarwal-2014,Aggarwal 2014
2014,585,STD-Evans-2008,Evans 2008
2015,585,STD-Gazal-2015,Gazal 2015
2016,585,STD-Gazal-2017,Gazal 2017
2017,585,STD-Hosseini-2016,Hosseini 2016
2018,585,STD-Jain-2016,Jain 2016
2019,585,STD-Karm-2017,Karm 2017
2020,585,STD-Kolli-2017,Kolli 2017
2021,585,STD-Lasemi-2015,Lasemi 2015
2022,585,STD-Martinez_x002d_Rodriguez-2012,Martinez_x002d_Rodriguez 2012
2023,585,STD-Maruthingal-2015,Maruthingal 2015
2024,585,STD-Parirokh-2015,Parirokh 2015
2025,585,STD-Silva-2012,Silva 2012
2026,585,STD-Sood-2014,Sood 2014
2027,585,STD-Vilchez_x002d_Perez-2012,Vilchez_x002d_Perez 2012
2028,586,STD-Hwang-2010,Hwang 2010
2029,586,STD-Steinberg-2009,Steinberg 2009
2030,587,STD-Hill-2000,Hill 2000
2031,587,STD-Sharafeldin-2010,Sharafeldin 2010
2032,588,STD-Asarnow-2005,Asarnow 2005
2033,588,STD-Bartels-2004,Bartels 2004
2034,588,STD-Ell-2010,Ell 2010
2035,588,STD-Gensichen-2009,Gensichen 2009
2036,588,STD-Kroenke-2010,Kroenke 2010
2037,588,STD-Piette-2011,Piette 2011
2038,588,STD-Vlasveld-2011,Vlasveld 2011
2039,589,STD-Berlanga-2006,Berlanga 2006
2040,589,STD-Lalit-2004,Lalit 2004
2041,589,STD-Lewis-2011,Lewis 2011
2042,590,STD-Cao-2009,Cao 2009
2043,590,STD-Gao-2013,Gao 2013
2044,590,STD-Hirsch-2011,Hirsch 2011
2045,590,STD-Lee-2014,Lee 2014
2046,590,STD-Traverse-2010,Traverse 2010
2047,590,STD-Traverse-2011,Traverse 2011
2048,590,STD-Traverse-2012,Traverse 2012
2049,590,STD-Wang-2014,Wang 2014
2050,591,STD-Acton-2016,Acton 2016
2051,591,STD-Taylor-2017,Taylor 2017
2052,592,STD-Asilian-2015,Asilian 2015
2053,592,STD-Chan-2013,Chan 2013
2054,592,STD-Li-2016,Li 2016
2055,592,STD-Lu-2016,Lu 2016
2056,593,STD-Lynch-2014,Lynch 2014
2057,593,STD-Morgan-2013,Morgan 2013
2058,594,STD-Feste-2000,Feste 2000
2059,594,STD-Guo-2015,Guo 2015
2060,594,STD-Venkatesh-2007,Venkatesh 2007
2061,595,STD-Augustson-2017,Augustson 2017
2062,595,STD-Baskerville-2018,Baskerville 2018
2063,595,STD-BinDhim-2018,BinDhim 2018
2064,595,STD-Haug-2013,Haug 2013
2065,595,STD-Peiris-2019,Peiris 2019
2066,595,STD-Tseng-2017,Tseng 2017
2067,595,STD-Yu-2017,Yu 2017
2068,596,STD-CSPPT-2015,CSPPT 2015
2069,596,STD-SU.FOL.OM3-2010,SU.FOL.OM3 2010
2070,596,STD-WAFACS-2008,WAFACS 2008
2071,597,STD-Keays-1991,Keays 1991
2072,597,STD-Lee-2009,Lee 2009
2073,598,STD-Bystrova-2008,Bystrova 2008
2074,599,STD-Lee-2015-_x0028_CATCH_x0029_,Lee 2015 _x0028_CATCH_x0029_
2075,600,STD-Pelzer-2015-_x0028_CONKO_x002d_004_x0029_,Pelzer 2015 _x0028_CONKO_x002d_004_x0029_
2076,600,STD-Vadhan_x002d_Raj-2013,Vadhan_x002d_Raj 2013
2077,600,STD-Zwicker-2013-_x0028_MICRO-TEC_x0029_,Zwicker 2013 _x0028_MICRO TEC_x0029_
2078,601,STD-Sharp-2007,Sharp 2007
2079,602,STD-Markovic-2016,Markovic 2016
2080,602,STD-Walsh-2012,Walsh 2012
2081,603,STD-Cervantes_x002d_Coste-2009,Cervantes_x002d_Coste 2009
2082,603,STD-Chatziralli-2011,Chatziralli 2011
2083,603,STD-Elsawy-2013,Elsawy 2013
2084,603,STD-Li-2011,Li 2011
2085,603,STD-Singh-2012,Singh 2012
2086,604,STD-BRAIN-2009,BRAIN 2009
2087,605,STD-Anderson-1984,Anderson 1984
2088,605,STD-Bergmann-1995,Bergmann 1995
2089,606,STD-Bektas-2015,Bektas 2015
2090,606,STD-Sen-2017,Sen 2017
2091,606,STD-Sharma-2010,Sharma 2010
2092,606,STD-Zawar-2015,Zawar 2015
2093,607,STD-Gilboa_x002d_Schechtman-2010,Gilboa_x002d_Schechtman 2010
2094,608,STD-Gorwood-2007,Gorwood 2007
2095,609,STD-Adarkwah-2016,Adarkwah 2016
2096,609,STD-Almario-2016,Almario 2016
2097,609,STD-Barton-2016,Barton 2016
2098,609,STD-Eggly-2017,Eggly 2017
2099,609,STD-Epstein-2017,Epstein 2017
2100,609,STD-Hess-2016,Hess 2016
2101,609,STD-Jouni-2017,Jouni 2017
2102,609,STD-LeBlanc-2015b,LeBlanc 2015b
2103,609,STD-Maclachlan-2016,Maclachlan 2016
2104,609,STD-Mathers-2012,Mathers 2012
2105,609,STD-Montori-2011,Montori 2011
2106,609,STD-Raynes_x002d_Greenow-2010,Raynes_x002d_Greenow 2010
2107,609,STD-Rise-2012,Rise 2012
2108,609,STD-Schroy-2016,Schroy 2016
2109,609,STD-Sheridan-2012,Sheridan 2012
2110,609,STD-Tinsel-2013,Tinsel 2013
2111,609,STD-Vestala-2013,Vestala 2013
2112,609,STD-Vodermaier-2009,Vodermaier 2009
2113,609,STD-Warner-2015,Warner 2015
2114,609,STD-Wetzels-2005,Wetzels 2005
2115,609,STD-van-Peperstraten-2010,van Peperstraten 2010
2116,609,STD-van-der-Krieke-2013,van der Krieke 2013
2117,610,STD-Amaro-2009,Amaro 2009
2118,610,STD-Kypri-2013,Kypri 2013
2119,610,STD-LaBrie-2013,LaBrie 2013
2120,610,STD-Lewis-2014,Lewis 2014
2121,610,STD-Moore-2013,Moore 2013
2122,610,STD-Neighbors-2010,Neighbors 2010
2123,610,STD-Walters-2009a,Walters 2009a
2124,611,STD-Woody-2008,Woody 2008
2125,612,STD-Bansal-2013,Bansal 2013
2126,612,STD-Cai-2014,Cai 2014
2127,612,STD-Chan-2012,Chan 2012
2128,613,STD-Kampman-2013,Kampman 2013
2129,613,STD-Umbricht-2014,Umbricht 2014
2130,614,STD-Dodson_x005f_P-1989,Dodson_x005f_P 1989
2131,614,STD-Kwakernaak-HTZ-2014,Kwakernaak HTZ 2014
2132,614,STD-Kwakernaak-Placebo-2014,Kwakernaak Placebo 2014
2133,615,STD-Crowther-2019,Crowther 2019
2134,616,STD-Aletaha-2018,Aletaha 2018
2135,616,STD-CITT_x002d_ART-2019,CITT_x002d_ART 2019
2136,616,STD-PEDIG-2016,PEDIG 2016
2137,616,STD-Widmer-2018,Widmer 2018
2138,617,STD-Walker-1987,Walker 1987
2139,618,STD-SPHERE,SPHERE
2140,619,STD-Kim-2011a,Kim 2011a
2141,619,STD-Mueller-2013,Mueller 2013
2142,619,STD-O_x0027_Kelly-2014,O_x0027_Kelly 2014
2143,619,STD-Suh-2014,Suh 2014
2144,619,STD-Whitall-2011,Whitall 2011
2145,620,STD-Jean_x002d_Pierre-2010,Jean_x002d_Pierre 2010
2146,620,STD-Rabkin-2010,Rabkin 2010
2147,620,STD-Rabkin-2011,Rabkin 2011
2148,620,STD-Roth-2010,Roth 2010
2149,620,STD-Shaygannejad-2012,Shaygannejad 2012
2150,621,STD-Saxena-2015,Saxena 2015
2151,622,STD-Doherty-2012,Doherty 2012
2152,622,STD-Lapperre-2009,Lapperre 2009
2153,622,STD-TORCH,TORCH
2154,622,STD-Tashkin-2012,Tashkin 2012
2155,623,STD-Rennard-2009,Rennard 2009
2156,623,STD-TORCH,TORCH
2157,624,STD-Routsi-2010,Routsi 2010
2158,624,STD-Schweickert-2009,Schweickert 2009
2159,625,STD-Bowden-2011,Bowden 2011
2160,626,STD-Zarezadeh-2012,Zarezadeh 2012
2161,627,STD-Khan-2014,Khan 2014
2162,627,STD-Modi-2010a,Modi 2010a
2163,627,STD-Modi-2010b,Modi 2010b
2164,627,STD-Osman-2010,Osman 2010
2165,627,STD-Wheatley-2018,Wheatley 2018
2166,628,STD-Chen-2011,Chen 2011
2167,628,STD-Dai-2013,Dai 2013
2168,628,STD-Kim-2016,Kim 2016
2169,628,STD-Li-2010,Li 2010
2170,628,STD-Xu-2015,Xu 2015
2171,628,STD-Yang-2014,Yang 2014
2172,629,STD-Weinstein-2013a,Weinstein 2013a
2173,630,STD-Curtis-2016,Curtis 2016
2174,630,STD-Jensen-2016,Jensen 2016
2175,630,STD-Jones-2010,Jones 2010
2176,630,STD-Wang-2015,Wang 2015
2177,631,STD-Ang-2014,Ang 2014
2178,631,STD-Bustamante-2016,Bustamante 2016
2179,631,STD-Conroy-2011,Conroy 2011
2180,631,STD-Hesse-2014,Hesse 2014
2181,631,STD-Lee-2016,Lee 2016
2182,631,STD-Susanto-2015,Susanto 2015
2183,631,STD-Taveggia-2016,Taveggia 2016
2184,631,STD-Timmermans-2014,Timmermans 2014
2185,631,STD-Tomic-2017,Tomic 2017
2186,631,STD-Wu-2012,Wu 2012
2187,632,STD-Benner-2008,Benner 2008
2188,632,STD-Chan-2012,Chan 2012
2189,632,STD-Costa-e-Silva-2008,Costa e Silva 2008
2190,632,STD-Smith-2009,Smith 2009
2191,633,STD-Benner-2008,Benner 2008
2192,633,STD-Bertoni-2009,Bertoni 2009
2193,633,STD-British-Family-Heart-1994,British Family Heart 1994
2194,633,STD-Jorgensen-2014,Jorgensen 2014
2195,633,STD-Koelewijn_x002d_van-Loon-2010,Koelewijn_x002d_van Loon 2010
2196,633,STD-Sheridan-2006,Sheridan 2006
2197,633,STD-Webster-2010,Webster 2010
2198,633,STD-Welschen-2012,Welschen 2012
2199,634,STD-Chanarin-1965,Chanarin 1965
2200,635,STD-Bollapragada-2009,Bollapragada 2009
2201,635,STD-Krishnamurthy-2015,Krishnamurthy 2015
2202,635,STD-Schmitz-2014,Schmitz 2014
2203,636,STD-Alam-2016,Alam 2016
2204,636,STD-Alcantara_x002d_Silva-2018,Alcantara_x002d_Silva 2018
2205,636,STD-Burns-2008,Burns 2008
2206,636,STD-Chen-2018,Chen 2018
2207,636,STD-Chen-2020,Chen 2020
2208,636,STD-Hunter-2020,Hunter 2020
2209,636,STD-Li-2012,Li 2012
2210,636,STD-Porter-2018,Porter 2018
2211,636,STD-Ramirez-2018,Ramirez 2018
2212,636,STD-Ratcliff-2014,Ratcliff 2014
2213,636,STD-Robb-2014,Robb 2014
2214,636,STD-Rossetti-2017,Rossetti 2017
2215,636,STD-Wang-2015,Wang 2015
2216,636,STD-Zhou-2015,Zhou 2015
2217,637,STD-Downing-2014,Downing 2014
2218,638,STD-Ahluwalia-2006,Ahluwalia 2006
2219,638,STD-Catley-2016,Catley 2016
2220,638,STD-Colby-2012,Colby 2012
2221,638,STD-Cook-2016,Cook 2016
2222,638,STD-Ellerbeck-2009,Ellerbeck 2009
2223,638,STD-Harris-2010,Harris 2010
2224,638,STD-Lloyd_x002d_Richardson-2009,Lloyd_x002d_Richardson 2009
2225,638,STD-Naik-2014,Naik 2014
2226,638,STD-Okuyemi-2013,Okuyemi 2013
2227,638,STD-Rohsenow-2014,Rohsenow 2014
2228,638,STD-Rohsenow-2015,Rohsenow 2015
2229,638,STD-Sherman-2016,Sherman 2016
2230,638,STD-Vidrine-2019,Vidrine 2019
2231,639,STD-Anema_x002f_Steenstra-2007,Anema_x002f_Steenstra 2007
2232,639,STD-Hees-2012a,Hees 2012a
2233,639,STD-Lambeek-2010a,Lambeek 2010a
2234,639,STD-Noordik-2013a,Noordik 2013a
2235,639,STD-Tamminga-2013,Tamminga 2013
2236,639,STD-van-Oostrom-2010a,van Oostrom 2010a
2237,640,STD-Abu_x002d_Mostafa-2019,Abu_x002d_Mostafa 2019
2238,640,STD-Ahmedi-2016,Ahmedi 2016
2239,640,STD-Ghaeminia-2017,Ghaeminia 2017
2240,640,STD-Halabi-2018,Halabi 2018
2241,640,STD-Hasheminia-2018,Hasheminia 2018
2242,640,STD-Keshini-2020,Keshini 2020
2243,641,STD-Masanja-2015,Masanja 2015
2244,642,STD-Smith-2017,Smith 2017
2245,643,STD-ARTS_x002d_HF-2015,ARTS_x002d_HF 2015
2246,644,STD-Humphreys-2011,Humphreys 2011
2247,644,STD-Kataoka-2010,Kataoka 2010
2248,645,STD-Bakitas-2009,Bakitas 2009
2249,646,STD-Amaro-2009,Amaro 2009
2250,646,STD-Bernstein-2010,Bernstein 2010
2251,646,STD-Ceperich-2011,Ceperich 2011
2252,646,STD-Clair-2013,Clair 2013
2253,646,STD-Monti-2007,Monti 2007
2254,646,STD-Murphy-2010a,Murphy 2010a
2255,646,STD-Murphy-2010b,Murphy 2010b
2256,646,STD-Schmiege-2009,Schmiege 2009
2257,646,STD-Stein-2011,Stein 2011
2258,646,STD-Walters-2009-MIF-v-FBO,Walters 2009 MIF v FBO
2259,646,STD-Walters-2009-MIO-v-AO,Walters 2009 MIO v AO
2260,646,STD-Walton-2010,Walton 2010
2261,647,STD-Brown-2013,Brown 2013
2262,648,STD-Chen-2012,Chen 2012
2263,648,STD-Cho-2015,Cho 2015
