index,review_index,study_id,study_name
3153,902,STD-Sazawal--2014-_x0028_C_x0029_,Sazawal  2014 _x0028_C_x0029_
3154,903,STD-Engebretsen-2009,Engebretsen 2009
3155,903,STD-Kvalvaag-2017,Kvalvaag 2017
3156,903,STD-Li-2017,Li 2017
3157,904,STD-Ackerman-2012,Ackerman 2012
3158,904,STD-Hurley-2007,Hurley 2007
3159,904,STD-McKnight-2010,McKnight 2010
3160,904,STD-Murphy-2008,Murphy 2008
3161,904,STD-Wetzels-2005,Wetzels 2005
3162,905,STD-Li-2015,Li 2015
3163,905,STD-Maeder-2013,Maeder 2013
3164,905,STD-Pfisterer-2009,Pfisterer 2009
3165,906,STD-Pakistan-2011_x003a_600PO-vs-P,Pakistan 2011_x003a_600PO vs P
3166,906,STD-SA-2004_x003a_1000PO_x002f_SL_x002f_PR-vs-P,SA 2004_x003a_1000PO_x002f_SL_x002f_PR vs P
3167,906,STD-Tibet-2009_x003a_600PO-vs-U,Tibet 2009_x003a_600PO vs U
3168,907,STD-Blum-2021,Blum 2021
3169,907,STD-Bonetti-2018,Bonetti 2018
3170,907,STD-Bonnerup-2014,Bonnerup 2014
3171,907,STD-Farris-2014,Farris 2014
3172,908,STD-Bahwere-2014,Bahwere 2014
3173,908,STD-Bhandari-2016,Bhandari 2016
3174,908,STD-Hsieh-2015a,Hsieh 2015a
3175,908,STD-Hsieh-2015b,Hsieh 2015b
3176,908,STD-Jones-2015,Jones 2015
3177,908,STD-Sigh-2018,Sigh 2018
3178,909,STD-Shinto-2014,Shinto 2014
3179,910,STD-Inter99-1999,Inter99 1999
3180,911,STD-Zolopa-2009,Zolopa 2009
3181,912,STD-Forestier-2008,Forestier 2008
3182,913,STD-Allen-2013,Allen 2013
3183,913,STD-Raman-2014,Raman 2014
3184,914,STD-Bryant-2018,Bryant 2018
3185,914,STD-Coleman-2012,Coleman 2012
3186,914,STD-Jacobsen-2014,Jacobsen 2014
3187,914,STD-Jacobsen-2014a,Jacobsen 2014a
3188,914,STD-Jacobsen-2014b,Jacobsen 2014b
3189,915,STD-Park-2012,Park 2012
3190,915,STD-Shemshaki-2011,Shemshaki 2011
3191,916,STD-DOMINO-AD-Howard,DOMINO AD Howard
3192,917,STD-Allen-2009,Allen 2009
3193,917,STD-Boysen-2009,Boysen 2009
3194,917,STD-Eames-2013,Eames 2013
3195,917,STD-Evans-2010,Evans 2010
3196,917,STD-Johnston-2010,Johnston 2010
3197,917,STD-Kim-2013,Kim 2013
3198,917,STD-Kronish-2014,Kronish 2014
3199,917,STD-Mant-2016,Mant 2016
3200,917,STD-McAlister-2014,McAlister 2014
3201,917,STD-McManus-2014,McManus 2014
3202,917,STD-Nailed-Stroke-2010,Nailed Stroke 2010
3203,917,STD-O_x0027_Carroll-2011,O_x0027_Carroll 2011
3204,917,STD-Pergola-2014,Pergola 2014
3205,917,STD-Ranta-2015,Ranta 2015
3206,918,STD-McArthur-2015b,McArthur 2015b
3207,919,STD-Oslo-1987,Oslo 1987
3208,920,STD-Low-2013,Low 2013
3209,920,STD-Vaziri-2016,Vaziri 2016
3210,921,STD-Lu-2016,Lu 2016
3211,922,STD-Mynors_x002d_Wallis-1995,Mynors_x002d_Wallis 1995
3212,923,STD-Akbari-2020,Akbari 2020
3213,923,STD-Cho-2021,Cho 2021
3214,923,STD-Ekeberg-2009,Ekeberg 2009
3215,923,STD-Haghighat-2015,Haghighat 2015
3216,923,STD-Lee-2009,Lee 2009
3217,923,STD-Lee-2015,Lee 2015
3218,923,STD-Roddy-2020,Roddy 2020
3219,924,STD-Arjadi_x00a0_2018,Arjadi_x00a0_2018
3220,924,STD-Ayoughi_x00a0_2012,Ayoughi_x00a0_2012
3221,924,STD-Bass-2016,Bass 2016
3222,924,STD-Betancourt_x00a0_2014,Betancourt_x00a0_2014
3223,924,STD-Bolton-2014-_x0028_Iraq_x0029_,Bolton 2014 _x0028_Iraq_x0029_
3224,924,STD-Bolton-2014-_x0028_Thailand_x0029_,Bolton 2014 _x0028_Thailand_x0029_
3225,924,STD-Bryant-2017,Bryant 2017
3226,924,STD-Chatterjee-2014,Chatterjee 2014
3227,924,STD-Chen-2015,Chen 2015
3228,924,STD-Chibanda_x00a0_2016,Chibanda_x00a0_2016
3229,924,STD-Dawson-2016,Dawson 2016
3230,924,STD-Dias-2008,Dias 2008
3231,924,STD-Gureje-2019-_x0028_EXPONATE_x0029_,Gureje 2019 _x0028_EXPONATE_x0029_
3232,924,STD-Gureje_x00a0_2019-_x0028_STEPCARE_x0029_,Gureje_x00a0_2019 _x0028_STEPCARE_x0029_
3233,924,STD-HuisIntVeld-2019,HuisIntVeld 2019
3234,924,STD-Jenkins-2013,Jenkins 2013
3235,924,STD-Jordans-2019,Jordans 2019
3236,924,STD-Khan-2017,Khan 2017
3237,924,STD-Khan-2019,Khan 2019
3238,924,STD-Malakouti-2015,Malakouti 2015
3239,924,STD-Matsuzaka-2017,Matsuzaka 2017
3240,924,STD-Nadkarni-2017,Nadkarni 2017
3241,924,STD-Nadkarni-2019,Nadkarni 2019
3242,924,STD-Noknoy-2010,Noknoy 2010
3243,924,STD-Papas-2011,Papas 2011
3244,924,STD-Papas-2020,Papas 2020
3245,924,STD-Patel-2017,Patel 2017
3246,924,STD-Peltzer-2013,Peltzer 2013
3247,924,STD-Peltzer-2019,Peltzer 2019
3248,924,STD-Pengpid-2013,Pengpid 2013
3249,924,STD-Pradeep-2014,Pradeep 2014
3250,924,STD-Rahman-2008,Rahman 2008
3251,924,STD-Rahman-2016,Rahman 2016
3252,924,STD-Rahman-2019,Rahman 2019
3253,924,STD-Tol-2020,Tol 2020
3254,924,STD-Weiss-2015,Weiss 2015
3255,924,STD-Wu-2016,Wu 2016
3256,925,STD-Lu-2010,Lu 2010
3257,925,STD-Reynolds-2011,Reynolds 2011
3258,926,STD-Baker-2014,Baker 2014
3259,926,STD-Miller-2010,Miller 2010
3260,926,STD-Salehpour-2013,Salehpour 2013
3261,927,STD-Leach-2008,Leach 2008
3262,928,STD-Chan-2010,Chan 2010
3263,928,STD-Marteau-2012,Marteau 2012
3264,928,STD-Smith-2013,Smith 2013
3265,929,STD-Rayyan-2012,Rayyan 2012
3266,929,STD-Wang-2015,Wang 2015
3267,930,STD-Nassar-2014,Nassar 2014
3268,931,STD-Herring-2020,Herring 2020
3269,931,STD-Wade-2014,Wade 2014
3270,932,STD-Amoran-2012,Amoran 2012
3271,932,STD-De-La-Cruz-2009,De La Cruz 2009
3272,932,STD-Deribew-2012,Deribew 2012
3273,932,STD-Fink-2012,Fink 2012
3274,932,STD-Keating-2012,Keating 2012
3275,932,STD-Krezanoski-2010,Krezanoski 2010
3276,932,STD-Muller-2008,Muller 2008
3277,933,STD-Bloom-2006,Bloom 2006
3278,933,STD-Carlini-2012,Carlini 2012
3279,933,STD-McClure-2009,McClure 2009
3280,934,STD-Spreen-2016,Spreen 2016
3281,935,STD-Maruyama-2010,Maruyama 2010
3282,935,STD-Parry-2013,Parry 2013
3283,935,STD-Swartz-2014,Swartz 2014
3284,936,STD-Gupta-2014,Gupta 2014
3285,936,STD-Joshi-2013,Joshi 2013
3286,936,STD-Nguyen-2008,Nguyen 2008
3287,937,STD-Grande-1999,Grande 1999
3288,938,STD-Mafetoni-2016,Mafetoni 2016
3289,939,STD-Adams-2018,Adams 2018
3290,939,STD-Jeter-2015,Jeter 2015
3291,940,STD-Bager-2010,Bager 2010
3292,940,STD-Feary-2009a,Feary 2009a
3293,941,STD-Saunders-1989,Saunders 1989
3294,942,STD-Chaboyer-2014,Chaboyer 2014
3295,942,STD-Galiano-2018,Galiano 2018
3296,942,STD-Gillespie-2021,Gillespie 2021
3297,942,STD-Gok-2019,Gok 2019
3298,942,STD-Karlakki-2016,Karlakki 2016
3299,942,STD-Kwon-2018,Kwon 2018
3300,942,STD-Lee-2017a,Lee 2017a
3301,942,STD-Martin-2019,Martin 2019
3302,942,STD-Murphy-2019,Murphy 2019
3303,942,STD-Shen-2017,Shen 2017
3304,942,STD-Shim-2018,Shim 2018
3305,942,STD-WHIST-2019a,WHIST 2019a
3306,942,STD-Wierdak-2021,Wierdak 2021
3307,943,STD-Louie-2011,Louie 2011
3308,943,STD-Ma-2015,Ma 2015
3309,943,STD-Moses-2009,Moses 2009
3310,943,STD-Valentini-2012,Valentini 2012
3311,943,STD-Wang-2015,Wang 2015
3312,944,STD-Cao-2020,Cao 2020
3313,944,STD-Chen-2015,Chen 2015
3314,944,STD-Kim-2017,Kim 2017
3315,944,STD-Li-2017,Li 2017
3316,944,STD-Marquez-Romero-2013,Marquez Romero 2013
3317,944,STD-Razazian-2014,Razazian 2014
3318,944,STD-Shah-2016,Shah 2016
3319,944,STD-Song-2006,Song 2006
3320,944,STD-Yang-2011,Yang 2011
3321,945,STD-Fang-2010,Fang 2010
3322,945,STD-Lee-2010,Lee 2010
3323,945,STD-Slater-2011,Slater 2011
3324,946,STD-PATRONUS-Study-2010,PATRONUS Study 2010
3325,947,STD-Spoth-1999a,Spoth 1999a
3326,948,STD-Ellison-2013,Ellison 2013
3327,949,STD-Christie-2011,Christie 2011
3328,949,STD-Mirmolaei-2014,Mirmolaei 2014
3329,950,STD-Adnan-2018,Adnan 2018
3330,950,STD-Charles-2019,Charles 2019
3331,950,STD-Durocher-2019,Durocher 2019
3332,951,STD-Ferrara-2011,Ferrara 2011
3333,951,STD-Hoddinott-2012,Hoddinott 2012
3334,951,STD-Lund-2012,Lund 2012
3335,952,STD-Choi-2008,Choi 2008
3336,952,STD-Jeon-2010,Jeon 2010
3337,952,STD-Kim-2009,Kim 2009
3338,952,STD-Kwak-2010,Kwak 2010
3339,952,STD-Lee-2009,Lee 2009
3340,952,STD-Lee-2011,Lee 2011
3341,952,STD-Sharma-2010,Sharma 2010
3342,952,STD-Shin-2011b,Shin 2011b
3343,952,STD-Zhang-2012,Zhang 2012
3344,953,STD-Biswas-2011,Biswas 2011
3345,953,STD-Blockey-1956,Blockey 1956
3346,953,STD-Jain-2015,Jain 2015
3347,953,STD-Lee-2007,Lee 2007
3348,953,STD-Li-2014,Li 2014
3349,953,STD-McMillan-2012,McMillan 2012
3350,954,STD-Downe-2015,Downe 2015
3351,955,STD-Fonseca-2008,Fonseca 2008
3352,955,STD-Rosenstock-2010,Rosenstock 2010
3353,956,STD-Forni-2018,Forni 2018
3354,956,STD-Walker-2015,Walker 2015
3355,957,STD-COTS-2007,COTS 2007
3356,957,STD-Chen-2011,Chen 2011
3357,957,STD-Naveen-2017,Naveen 2017
3358,958,STD-Abdollahi-2014,Abdollahi 2014
3359,958,STD-Abdollahi-2019,Abdollahi 2019
3360,958,STD-Barffour-2019,Barffour 2019
3361,958,STD-Becquey-2016,Becquey 2016
3362,958,STD-Brown-2007,Brown 2007
3363,958,STD-Chen-2012,Chen 2012
3364,958,STD-Chhagan-2009,Chhagan 2009
3365,958,STD-Hess-2015,Hess 2015
3366,958,STD-Islam-2022,Islam 2022
3367,958,STD-Mandlik-2020,Mandlik 2020
3368,958,STD-Rerksuppaphol-2018,Rerksuppaphol 2018
3369,958,STD-Sazawal-1996,Sazawal 1996
3370,958,STD-Tielsch-2006,Tielsch 2006
3371,958,STD-Veenemans-2011,Veenemans 2011
3372,958,STD-Wessells-2012,Wessells 2012
3373,959,STD-Devi-2014,Devi 2014
3374,959,STD-Maddison-2014,Maddison 2014
3375,959,STD-Varnfield-2014,Varnfield 2014
3376,960,STD-Gulmezoglu-2006,Gulmezoglu 2006
3377,961,STD-Kapellas-2014,Kapellas 2014
3378,961,STD-Taylor-2010,Taylor 2010
3379,961,STD-Zhou-2017,Zhou 2017
3380,962,STD-Cripe-2010,Cripe 2010
3381,962,STD-Kiely-2010,Kiely 2010
3382,962,STD-Zlotnick-2011,Zlotnick 2011
3383,963,STD-Greening-2014,Greening 2014
3384,964,STD-Choi-2015,Choi 2015
3385,964,STD-Lin-2009,Lin 2009
3386,964,STD-Ma-2012,Ma 2012
3387,964,STD-Shen-2014,Shen 2014
3388,965,STD-Garc_x00ed_a-2017,Garc_x00ed_a 2017
3389,965,STD-Lee-2015,Lee 2015
3390,965,STD-Ortiz-2019,Ortiz 2019
3391,965,STD-Pantuzzo-2020,Pantuzzo 2020
3392,965,STD-Suri-2016,Suri 2016
3393,965,STD-Tevatia-2017,Tevatia 2017
3394,966,STD-Faghihi-2014,Faghihi 2014
3395,966,STD-Lee-2011,Lee 2011
3396,966,STD-Prendiville-1988,Prendiville 1988
3397,967,STD-Bernocchi-2017,Bernocchi 2017
3398,967,STD-Freund-2016,Freund 2016
3399,967,STD-Jimenez_x002d_Reguera-2020,Jimenez_x002d_Reguera 2020
3400,967,STD-Kessler-2018,Kessler 2018
3401,967,STD-Khan-2019,Khan 2019
3402,967,STD-Ko-2016,Ko 2016
3403,967,STD-Lilholt-2017,Lilholt 2017
3404,967,STD-Mendes-2010,Mendes 2010
3405,967,STD-Sanchez_x002d_Nieto-2016,Sanchez_x002d_Nieto 2016
3406,967,STD-Tabak-2014,Tabak 2014
3407,967,STD-Titova-2017,Titova 2017
3408,967,STD-Trappenburg-2011,Trappenburg 2011
3409,967,STD-Vianello-2016,Vianello 2016
3410,967,STD-Wang-2017,Wang 2017
3411,967,STD-Zhang-2020,Zhang 2020
3412,967,STD-Zwar-2016,Zwar 2016
3413,968,STD-Raynes_x002d_Greenow-2010,Raynes_x002d_Greenow 2010
3414,968,STD-Tait-2009,Tait 2009
3415,969,STD-Saba-2011,Saba 2011
3416,970,STD-_x00d8_rbo-2014,_x00d8_rbo 2014
3417,971,STD-Martinez-2011,Martinez 2011
3418,972,STD-Hijazi-2009,Hijazi 2009
3419,973,STD-Johnson-2012,Johnson 2012
3420,973,STD-Lydecker-2010,Lydecker 2010
3421,973,STD-Rohde-2014,Rohde 2014
3422,974,STD-Reimherr-2005,Reimherr 2005
3423,975,STD-Bandello-2018,Bandello 2018
3424,976,STD-Aflatoonian-2016,Aflatoonian 2016
3425,976,STD-Liu-2017,Liu 2017
3426,976,STD-Shahrokh_x002d_Tehraninejad-2016,Shahrokh_x002d_Tehraninejad 2016
3427,976,STD-Tang-2020,Tang 2020
3428,976,STD-van-Hoogenhuijze-2020,van Hoogenhuijze 2020
3429,976,STD-Xu-2015,Xu 2015
3430,977,STD-Waldvogel-2012,Waldvogel 2012
3431,978,STD-Lapane-2011,Lapane 2011
3432,978,STD-Siddiqi-2016,Siddiqi 2016
3433,979,STD-B_x00e4_rtsch-1993,B_x00e4_rtsch 1993
3434,979,STD-Keller-1995,Keller 1995
3435,980,STD-Abdulla-2008,Abdulla 2008
3436,980,STD-Gargano-2018,Gargano 2018
3437,981,STD-Awasthi-2008a,Awasthi 2008a
3438,982,STD-ENGAGE-2009,ENGAGE 2009
3439,983,STD-LEADER-1992,LEADER 1992
3440,983,STD-Scottish-Trials-1964,Scottish Trials 1964
3441,984,STD-Lemanske-2010,Lemanske 2010
3442,985,STD-Hobbs-2005,Hobbs 2005
3443,986,STD-Osman-2010,Osman 2010
3444,987,STD-Chadwick-2016,Chadwick 2016
3445,987,STD-Granholm-2013,Granholm 2013
3446,987,STD-Granholm-2014,Granholm 2014
3447,987,STD-Song-2014,Song 2014
3448,987,STD-Zhou-2015,Zhou 2015
3449,988,STD-Martinez-2011a,Martinez 2011a
3450,988,STD-Martinez-2011b,Martinez 2011b
3451,989,STD-Eccles-2014,Eccles 2014
3452,990,STD-Murphy-2008,Murphy 2008
3453,990,STD-Secher-2013,Secher 2013
3454,990,STD-Voormolen-2018,Voormolen 2018
3455,991,STD-Mungroop-2021,Mungroop 2021
3456,991,STD-Park-2016,Park 2016
3457,991,STD-Schindl-2018,Schindl 2018
3458,992,STD-Ahmad-2016,Ahmad 2016
3459,992,STD-Chen-2010,Chen 2010
3460,992,STD-Xie-2012,Xie 2012
3461,992,STD-Yousef-2010,Yousef 2010
3462,993,STD-Collins-2012,Collins 2012
3463,993,STD-Szymczak-2016,Szymczak 2016
3464,994,STD-Chen-2015,Chen 2015
3465,994,STD-Choi-SJ-2012,Choi SJ 2012
3466,994,STD-Dale-2016,Dale 2016
3467,994,STD-Jain-2015,Jain 2015
3468,994,STD-Kang-2011,Kang 2011
3469,994,STD-Lee-2011,Lee 2011
3470,994,STD-Mathew-2009,Mathew 2009
3471,994,STD-Mitchell-2009,Mitchell 2009
3472,994,STD-Samimi-2015,Samimi 2015
3473,994,STD-Tikuisis-2014,Tikuisis 2014
3474,994,STD-Wang-2015,Wang 2015
3475,994,STD-Yang-2014,Yang 2014
3476,995,STD-Cho-2017,Cho 2017
3477,995,STD-Cunningham-2015,Cunningham 2015
3478,995,STD-D_x0027_Agata-2016,D_x0027_Agata 2016
3479,995,STD-Danzl-2012,Danzl 2012
3480,995,STD-Fusco-2014,Fusco 2014
3481,995,STD-Hamoudi-2018,Hamoudi 2018
3482,995,STD-Kim-2009,Kim 2009
3483,995,STD-Kim-2016,Kim 2016
3484,995,STD-Lee-2014,Lee 2014
3485,995,STD-Lindenberg-2010,Lindenberg 2010
3486,995,STD-Nair-2011,Nair 2011
3487,995,STD-Park-2013,Park 2013
3488,995,STD-Park-2015,Park 2015
3489,995,STD-Rabadi-2017,Rabadi 2017
3490,995,STD-Rossi-2013,Rossi 2013
3491,995,STD-Shaheiwola-2018,Shaheiwola 2018
3492,995,STD-Straudi-2016,Straudi 2016
3493,995,STD-Wang-2014,Wang 2014
3494,995,STD-Wong-2015,Wong 2015
3495,995,STD-Yi-2016,Yi 2016
3496,996,STD-Dolce-2019,Dolce 2019
3497,996,STD-Muhlebach-2017,Muhlebach 2017
3498,997,STD-Lin-2015,Lin 2015
3499,997,STD-Tian-2015,Tian 2015
3500,998,STD-Bag_x00f8_ien-2013,Bag_x00f8_ien 2013
3501,998,STD-Carroll-2006,Carroll 2006
3502,998,STD-Elliott-2005,Elliott 2005
3503,998,STD-King-2009,King 2009
3504,998,STD-Otto-2010,Otto 2010
3505,999,STD-Ambrosino-2008,Ambrosino 2008
3506,999,STD-Ellis-2012,Ellis 2012
3507,999,STD-Husted-2014,Husted 2014
3508,999,STD-Kashikar_x002d_Zuck-2012,Kashikar_x002d_Zuck 2012
3509,999,STD-Law-2015,Law 2015
3510,999,STD-Levy-2010,Levy 2010
3511,999,STD-Levy-2016,Levy 2016
3512,999,STD-Levy-2017,Levy 2017
3513,999,STD-May-2017,May 2017
3514,999,STD-Mayer_x002d_Davis-2015,Mayer_x002d_Davis 2015
3515,999,STD-Naar_x002d_King-2014,Naar_x002d_King 2014
3516,999,STD-Palermo-2009,Palermo 2009
3517,999,STD-Palermo-2016a,Palermo 2016a
3518,999,STD-Palermo-2016b,Palermo 2016b
3519,999,STD-Powers-2013,Powers 2013
3520,999,STD-Wade-2014,Wade 2014
3521,1000,STD-Ahluwalia-2006,Ahluwalia 2006
3522,1000,STD-Brown-2013,Brown 2013
3523,1000,STD-Cook-2016,Cook 2016
3524,1000,STD-Ellerbeck-2009,Ellerbeck 2009
3525,1000,STD-Ferguson-2012,Ferguson 2012
3526,1000,STD-Gariti-2009,Gariti 2009
3527,1000,STD-Hall-2009,Hall 2009
3528,1000,STD-Kim-2015,Kim 2015
3529,1000,STD-Lloyd_x002d_Richardson-2009,Lloyd_x002d_Richardson 2009
3530,1000,STD-McCarthy-2008,McCarthy 2008
3531,1000,STD-Okuyemi-2013,Okuyemi 2013
3532,1000,STD-Rohsenow-2014,Rohsenow 2014
3533,1000,STD-Swan-2010,Swan 2010
3534,1000,STD-Vander-Weg-2016,Vander Weg 2016
3535,1000,STD-Vidrine-2016,Vidrine 2016
3536,1000,STD-Williams-2010,Williams 2010
3537,1001,STD-Eakin-2012,Eakin 2012
3538,1002,STD-Mays-2011,Mays 2011
3539,1003,STD-Carson-2011,Carson 2011
3540,1003,STD-Gregersen-2015,Gregersen 2015
3541,1004,STD-Asadollahpour-2015,Asadollahpour 2015
3542,1004,STD-Da-Rosa-Pereira-2020,Da Rosa Pereira 2020
3543,1004,STD-Younesian-2015,Younesian 2015
3544,1005,STD-Miller-2012,Miller 2012
3545,1005,STD-Richardson-2007,Richardson 2007
3546,1006,STD-Barbosa-Filho-2017-_x005b_pers-comm_x005d_,Barbosa Filho 2017 _x005b_pers comm_x005d_
3547,1006,STD-Davis-2011b,Davis 2011b
3548,1006,STD-Gallotta-2015,Gallotta 2015
3549,1006,STD-Huang-2015,Huang 2015
3550,1006,STD-Krafft-2014,Krafft 2014
3551,1006,STD-Melnyk-2013,Melnyk 2013
3552,1006,STD-Nanney-2016,Nanney 2016
3553,1006,STD-Resaland-2016,Resaland 2016
3554,1006,STD-S_x00e1_nchez_x002d_L_x00f3_pez-2017-_x005b_pers-comm_x005d_,S_x00e1_nchez_x002d_L_x00f3_pez 2017 _x005b_pers comm_x005d_
3555,1007,STD-Aguilar-2014,Aguilar 2014
3556,1007,STD-Lee-2011,Lee 2011
3557,1007,STD-Simmons-2015a,Simmons 2015a
3558,1007,STD-Wang-2010,Wang 2010
3559,1007,STD-Xiao-2008,Xiao 2008
3560,1008,STD-AIM_x002d_HIGH-2011,AIM_x002d_HIGH 2011
3561,1008,STD-HPS2_x002d_THRIVE-2014,HPS2_x002d_THRIVE 2014
3562,1008,STD-Lee-2009,Lee 2009
3563,1008,STD-Lee-2011,Lee 2011
3564,1009,STD-Donati-2014,Donati 2014
3565,1010,STD-Waldvogel-2012,Waldvogel 2012
3566,1010,STD-Wang-2012,Wang 2012
3567,1011,STD-Tartagni-2015b,Tartagni 2015b
3568,1012,STD-Cholette-2012,Cholette 2012
3569,1013,STD-ACCORD-2010,ACCORD 2010
3570,1013,STD-FIRST-2014,FIRST 2014
3571,1014,STD-Thomas-2012,Thomas 2012
3572,1015,STD-Dos-Santos-2017,Dos Santos 2017
3573,1015,STD-Fiori-2013,Fiori 2013
3574,1015,STD-Kang-2011,Kang 2011
3575,1015,STD-Marangolo-2013a,Marangolo 2013a
3576,1015,STD-Shah_x002d_Basak-2015,Shah_x002d_Basak 2015
3577,1015,STD-Spielmann-2016,Spielmann 2016
3578,1016,STD-Berkhof-2013,Berkhof 2013
3579,1016,STD-Brill-2015,Brill 2015
3580,1016,STD-Shafuddin-2015,Shafuddin 2015
3581,1016,STD-Simpson-2014,Simpson 2014
3582,1016,STD-Wang-2017,Wang 2017
3583,1017,STD-Green-2010,Green 2010
3584,1017,STD-Siller-2012,Siller 2012
3585,1018,STD-Osborn-2010,Osborn 2010
3586,1019,STD-Sedghipour-2011,Sedghipour 2011
3587,1020,STD-Nassar-2014,Nassar 2014
3588,1021,STD-Bell-2015,Bell 2015
3589,1021,STD-Kuehl-2010,Kuehl 2010
3590,1021,STD-Lynn-2015,Lynn 2015
3591,1021,STD-McCormick-2016,McCormick 2016
3592,1021,STD-McFarlin-2016,McFarlin 2016
3593,1021,STD-McLeay-2012,McLeay 2012
3594,1021,STD-O_x0027_Connor-2013,O_x0027_Connor 2013
3595,1021,STD-Tanabe-2015,Tanabe 2015
3596,1022,STD-Akhtar-2017,Akhtar 2017
3597,1022,STD-Bhadauria-2017,Bhadauria 2017
3598,1022,STD-Bramberg-2017,Bramberg 2017
3599,1022,STD-Cai-2017,Cai 2017
3600,1022,STD-Chung-2018,Chung 2018
3601,1022,STD-Groessl-2017,Groessl 2017
3602,1022,STD-Hasanpour_x002d_Dehkordi-2017,Hasanpour_x002d_Dehkordi 2017
3603,1022,STD-Helmhout-2004,Helmhout 2004
3604,1022,STD-Henry-2014,Henry 2014
3605,1022,STD-Jensen-2012,Jensen 2012
3606,1022,STD-Kim-2017,Kim 2017
3607,1022,STD-Macedo-2012,Macedo 2012
3608,1022,STD-Magalhaes-2017,Magalhaes 2017
3609,1022,STD-Nguyen-2017,Nguyen 2017
3610,1022,STD-Patti-2016,Patti 2016
3611,1022,STD-Quinn-2011,Quinn 2011
3612,1022,STD-Rantonen-2012,Rantonen 2012
3613,1022,STD-Saper-2009,Saper 2009
3614,1022,STD-Saper-2017,Saper 2017
3615,1022,STD-Sherman-2011,Sherman 2011
3616,1022,STD-Smeets-2008,Smeets 2008
3617,1022,STD-Smith-2011,Smith 2011
3618,1022,STD-Tilbrook-2011,Tilbrook 2011
3619,1022,STD-Williams-2009,Williams 2009
3620,1023,STD-Alda-2011,Alda 2011
3621,1023,STD-Kashikar_x002d_Zuck-2012,Kashikar_x002d_Zuck 2012
3622,1023,STD-Williams-2010,Williams 2010
3623,1024,STD-Eliacik-2015,Eliacik 2015
3624,1025,STD-Kolanowski-2011,Kolanowski 2011
3625,1025,STD-Mbakile_x002d_Mahlanza-2020,Mbakile_x002d_Mahlanza 2020
3626,1026,STD-Feste-2000,Feste 2000
3627,1026,STD-Venkatesh-2007,Venkatesh 2007
3628,1027,STD-Ng-2011,Ng 2011
3629,1027,STD-Singh-1992,Singh 1992
3630,1028,STD-McCallum-2015,McCallum 2015
3631,1029,STD-Pivi-2011,Pivi 2011
3632,1029,STD-Simmons-2008,Simmons 2008
3633,1030,STD-ENVISION-2013,ENVISION 2013
3634,1030,STD-KONDUCT-2015,KONDUCT 2015
3635,1030,STD-STRIVE-2011,STRIVE 2011
3636,1031,STD-Logghe-2009,Logghe 2009
3637,1032,STD-Abbasivash-2019,Abbasivash 2019
3638,1032,STD-Dianatkhah-2015,Dianatkhah 2015
3639,1032,STD-Javaherforooshzadeh-2018,Javaherforooshzadeh 2018
3640,1032,STD-Khare-2018,Khare 2018
3641,1032,STD-Khezri-2013,Khezri 2013
3642,1032,STD-Khezri-2013b,Khezri 2013b
3643,1032,STD-Khezri-2016,Khezri 2016
3644,1032,STD-Norouzi-2019,Norouzi 2019
3645,1032,STD-Patel-2015,Patel 2015
3646,1032,STD-Pokharel-2014,Pokharel 2014
3647,1033,STD-Clegg-2006,Clegg 2006
3648,1034,STD-Kanyini-GAP-2014,Kanyini GAP 2014
3649,1034,STD-Wald-2012,Wald 2012
3650,1035,STD-Haun-2009,Haun 2009
3651,1035,STD-Wang-2015,Wang 2015
3652,1036,STD-O_x0027_Connor-2011,O_x0027_Connor 2011
3653,1037,STD-Giagounidis-2014,Giagounidis 2014
3654,1037,STD-Wang-2012,Wang 2012
3655,1038,STD-Epstein-2011,Epstein 2011
3656,1038,STD-Fabiano-2007,Fabiano 2007
3657,1038,STD-Gonzalez_x002d_Heydrich-2010,Gonzalez_x002d_Heydrich 2010
3658,1038,STD-Green-2011,Green 2011
3659,1038,STD-Lin-2014,Lin 2014
3660,1038,STD-Newcorn-2017a-_x0028_flexible-dose_x0029_,Newcorn 2017a _x0028_flexible dose_x0029_
3661,1038,STD-Newcorn-2017b-_x0028_forced-dose_x0029_,Newcorn 2017b _x0028_forced dose_x0029_
3662,1038,STD-Pelham-2014,Pelham 2014
3663,1038,STD-Stein-2011,Stein 2011
3664,1039,STD-Hancock-2012,Hancock 2012
3665,1040,STD-Kim-2009,Kim 2009
3666,1040,STD-Oshvandi-2011,Oshvandi 2011
3667,1041,STD-Bialosky-2009,Bialosky 2009
3668,1042,STD-Losso-2017,Losso 2017
3669,1042,STD-Perignon-2016-_x0028_C_x0029_,Perignon 2016 _x0028_C_x0029_
3670,1043,STD-PATRONUS-Study-2010,PATRONUS Study 2010
3671,1044,STD-Brown-2013,Brown 2013
3672,1044,STD-Kronish-2014,Kronish 2014
3673,1044,STD-Nguyen-2009,Nguyen 2009
3674,1044,STD-Parikh-2010,Parikh 2010
3675,1044,STD-Spencer-2011,Spencer 2011
3676,1045,STD-Nicolaisen-2018,Nicolaisen 2018
3677,1046,STD-Aharonovich-2012,Aharonovich 2012
3678,1046,STD-Baker-2014,Baker 2014
3679,1046,STD-Brendryen-2008,Brendryen 2008
3680,1046,STD-Carlini-2012,Carlini 2012
3681,1046,STD-David-2012,David 2012
3682,1046,STD-Glanz-2012,Glanz 2012
